Lead_ID,App_Engagement_Mins,Web_Configurator_Status,Test_Drive_Completed,Last_Contact_Days,Lead_Source,Purchase
b5ed294e,39.78381304073114,0,0,19,Walk-in,0
6d79d0cf,21.901406046863162,0,0,56,Social Media,0
6462c75b,27.950081836101116,0,0,49,Referral,0
8a592a0d,32.84049191540748,1,0,79,Referral,1
13e9e822,18.13041568660207,0,0,24,Referral,0
77b0b37d,28.886214971038843,0,0,11,Referral,0
ec6de5e9,25.91006474398025,0,1,70,Walk-in,1
40e42fb1,39.698730284258986,0,0,38,Referral,0
638a0e45,94.64598604965495,1,0,16,Walk-in,1
a8717c02,30.146929700751496,0,0,44,Web Search,0
60272a2d,69.67821284520508,0,0,10,Referral,0
0f92ab4e,38.71622620252103,0,0,69,Walk-in,0
ffa0f113,28.790581371132646,0,1,22,Referral,0
5b5f9259,17.31307611052701,0,1,69,Referral,0
25130ec2,28.95003756751531,0,1,37,Referral,0
e6b02d21,27.664363060214537,0,1,1,Walk-in,1
b33f3502,13.745384356768684,1,0,85,Social Media,0
012a6b01,,0,0,83,Referral,0
28456659,33.03921773628014,1,0,88,Referral,0
6dc814de,69.22170394888548,1,0,78,Web Search,0
bbeda1cc,,1,0,71,Social Media,0
b1ea9110,6.136516875818191,0,0,36,Walk-in,0
ed1bca7f,9.98016479361713,0,0,48,Web Search,0
cae21270,41.37906113730655,1,0,51,Referral,0
f2577d12,7.499794158950713,0,0,32,Web Search,1
3f24bf16,45.98675501036142,0,0,21,Web Search,0
5cece4bc,39.8231890776892,1,0,4,Referral,0
b26f6575,23.128227136591924,1,0,17,Social Media,0
cbcef4c5,13.852397935069177,0,0,37,Social Media,0
7c726c9f,20.613416713678127,0,0,36,Web Search,0
09cb3f24,,0,0,63,Referral,0
70792f8a,7.752197619151357,1,0,9,Walk-in,0
524ec137,64.67572965728348,1,0,78,Web Search,1
93d1bf34,32.241474854856875,0,0,41,Walk-in,0
0a0891d5,34.929111624782344,0,0,47,Web Search,1
1fe0b124,39.625990178218956,1,0,43,Web Search,1
c2437e89,60.58263999636863,0,0,81,Referral,0
a1f66e83,29.001985050370767,0,0,86,Referral,0
f26245c8,41.396603304853194,1,0,15,Walk-in,0
00f72266,14.056084366250026,0,0,53,Walk-in,0
c3f30abe,78.60562266271562,0,0,34,Social Media,0
c07415a0,27.56368971410394,0,0,27,Referral,0
4a0bf67e,13.994709410894444,0,0,1,Web Search,0
1feff312,17.316868605983032,1,0,12,Web Search,0
6dba6e5e,3.357855787306109,0,0,40,Social Media,0
d28f69b1,17.224210838517862,1,0,79,Referral,0
676957ac,,0,0,58,Web Search,0
df629d22,43.51316839509278,0,0,68,Social Media,0
842f2eef,34.17716241805567,0,0,52,Social Media,0
0e1d5e27,10.560711519250457,0,0,44,Web Search,0
9e22438f,24.08740869089544,0,0,19,Web Search,0
4302c773,24.930302001810276,0,0,23,Walk-in,0
23e296c8,8.608542122170133,0,0,60,Referral,0
611f68b6,20.960530324214627,0,1,57,Walk-in,0
b7d6e455,25.52426463829266,1,0,26,Social Media,0
d533a59b,20.51241511967419,0,0,25,Web Search,0
aa650760,13.982446441206301,1,0,6,Walk-in,0
f4c0a445,10.187498836703888,0,0,41,Social Media,0
5eb35b88,19.94204466858281,0,0,46,Referral,0
83bbc066,15.490203693993145,0,0,52,Web Search,0
5c904f37,37.80805571702737,0,0,58,Walk-in,0
9d5407d6,63.06857906555678,0,1,37,Referral,1
e8710d12,47.52037423489634,1,0,68,Walk-in,0
12708f19,26.17260729750543,1,0,86,Social Media,0
130667ed,14.448242315870619,0,1,52,Referral,1
789f554d,46.65090864266215,0,0,14,Walk-in,0
d3672a60,39.42754005697366,1,1,25,Referral,1
267ebdbe,60.17276034511271,0,0,47,Social Media,0
3d6dd2ff,29.02504808757348,1,0,18,Referral,0
aa3a33a5,75.93590333358252,1,0,8,Walk-in,0
7cf654ba,29.031705121236648,1,0,63,Social Media,0
5d6c9ecb,14.388116764850217,0,1,53,Web Search,0
d23cded7,16.751562194267795,0,0,50,Walk-in,0
f784dcfe,36.552953709983655,0,0,38,Walk-in,0
8de05efc,15.454749248769733,0,0,3,Social Media,0
b0418fdd,75.5944120285291,1,0,2,Social Media,1
34a21e8a,34.4370094182957,0,0,63,Web Search,0
2c08f8e4,25.743179131615104,0,0,28,Walk-in,1
63cfb39d,27.397178439312004,1,0,10,Social Media,1
d122fa34,20.33980133858422,1,0,57,Web Search,0
06394885,4.609713105531807,1,0,74,Web Search,0
470275da,16.76193485589006,1,0,26,Social Media,0
9d4da531,69.54534986547641,0,0,20,Walk-in,0
038638a2,29.603249875311157,0,0,38,Referral,0
3e369dda,51.25308955389893,1,0,45,Referral,0
94cbaa36,52.246435957126316,0,0,65,Web Search,0
8beea440,24.261676632019594,0,0,35,Referral,0
bbfdf14f,39.87925523023378,0,0,74,Referral,0
dfbec0fe,5.212597640507174,0,0,81,Social Media,0
bec65855,65.8792227751893,1,0,64,Web Search,0
8ece3391,62.37978161963088,0,0,62,Walk-in,0
1613e263,35.83907014415911,0,0,34,Web Search,0
0fe3963d,30.395302289109512,0,0,30,Social Media,0
82441da4,24.508405414857894,0,0,27,Referral,0
af37c16a,55.2803251627025,0,1,0,Walk-in,1
8806a008,43.11923941185242,0,0,24,Web Search,0
b9e970cf,18.61768980785409,1,0,42,Referral,0
46659249,8.981938762185587,0,1,83,Web Search,0
4eda87c4,7.375719823930915,0,0,66,Walk-in,0
6d9eca4b,54.89004820623194,0,0,62,Web Search,0
e2fa4eb7,24.102350148449954,0,0,50,Web Search,0
16829563,35.42241209370266,0,0,1,Web Search,0
60fb70cd,26.51735263860659,1,1,81,Referral,1
82f40a03,7.476493263033455,0,1,63,Walk-in,1
abb97211,5.348655211960457,1,0,73,Walk-in,0
f23f8a22,17.592232097621462,0,0,68,Referral,0
5878c700,18.83793388171911,0,1,8,Referral,0
c8c37de6,18.82822503890745,0,0,1,Referral,0
9f01447a,19.274491187684923,1,0,33,Social Media,0
86b6aa4e,90.6348425609532,0,1,59,Web Search,1
b9d118b1,50.729396435307095,0,0,60,Web Search,0
40791787,29.915092809402196,0,0,30,Walk-in,0
2a0a17ee,23.638923308818303,0,0,9,Web Search,0
1b1f9c0a,24.286099771178982,0,1,75,Social Media,0
afffee53,42.04055063834352,0,0,35,Referral,0
a588e650,23.469279675349007,0,0,84,Walk-in,0
ce0a2296,47.273988372619954,0,0,48,Walk-in,0
99e78429,32.32789248265441,0,0,69,Web Search,1
d2a294ae,91.1672262581205,1,0,48,Walk-in,1
bd5b41c4,22.39311431954473,1,0,2,Referral,0
05e46f52,53.18586267721996,1,0,73,Walk-in,0
412dd73d,9.785396952059925,0,0,4,Referral,0
094fc50d,14.761762785790253,0,1,89,Social Media,0
6a366c7d,,0,0,60,Social Media,0
2cf2be1a,45.91731919601707,0,1,84,Referral,1
375b8e9f,35.87975092804483,0,0,89,Web Search,0
8e1b026e,106.39831236754875,0,0,25,Walk-in,1
cd68e09e,23.90073410399512,0,0,71,Web Search,0
0ec9e678,53.10080229622631,0,0,4,Walk-in,1
b7b5d76a,,1,1,14,Social Media,1
0eba1f0e,71.8472103415702,0,0,15,Social Media,0
ac0fe308,8.723395174728886,0,0,0,Unknown_Source_999,0
3e95e65a,23.778421354515142,0,0,15,Unknown_Source_999,0
277a70cc,31.92217179430369,0,0,36,Social Media,0
853a81c2,,0,0,2,Social Media,0
251a11eb,34.85126598853287,1,0,51,Social Media,0
b4ba9ec4,55.83240655416374,1,0,46,Social Media,1
a0f8dec6,7.966455168844652,0,0,12,Web Search,0
e41b1e52,19.669089580207842,1,0,79,Social Media,0
b78d1ce4,62.22371389167348,1,0,54,Social Media,0
26cdf74a,21.796016905112797,1,0,20,Web Search,0
94c8665b,25.302902119925115,1,0,65,Web Search,0
379d370f,70.33422934341343,0,0,53,Walk-in,0
78796741,11.92392848360495,0,0,26,Referral,0
4a52fd50,14.555658849112008,0,0,37,Social Media,0
24ecaeb7,7.134594138375064,0,0,89,Social Media,0
972a1247,72.18372960886647,1,1,57,Social Media,1
a1740654,50.096806736147535,0,0,61,Walk-in,1
2e25ebec,49.238341733391906,1,0,45,Social Media,0
feeda9a3,19.222494953186757,1,1,88,Referral,1
334c5a9b,6.590962765679433,1,0,10,Web Search,0
8787daf8,4.7566997622589415,1,0,71,Walk-in,0
51194c10,62.52886374715668,0,1,7,Web Search,1
8b717a9a,37.587187429307086,0,0,70,Social Media,0
190d7001,42.76455935935774,0,0,63,Social Media,0
bb9123fe,30.850159334518107,0,0,20,Social Media,0
e5fe9d09,,0,0,71,Referral,0
1e61a200,19.949127873080716,0,0,62,Referral,0
dbc3ec99,10.326807348640008,1,0,84,Walk-in,0
692a2be6,9.140235269005965,0,0,63,Web Search,0
78ab8717,47.33290943698714,0,0,19,Social Media,0
f80149b6,5.252817006362244,0,1,7,Social Media,0
5dfaef20,10.392504396378431,0,0,57,Social Media,0
f1ffe76e,20.897420208113733,0,1,45,Social Media,0
bbd9970c,27.09661141476377,1,1,30,Referral,1
857afc77,7.043193077033292,0,0,8,Web Search,0
af2b0593,34.53662273609968,1,0,14,Web Search,1
437e076d,29.591597376230617,0,0,25,Walk-in,0
4b442eb4,61.81325805499887,1,1,9,Referral,1
b2bb0879,27.44385150595642,0,0,28,Social Media,0
39003139,37.06579570517981,0,0,79,Web Search,0
5af6fb41,13.721083865280034,0,0,35,Web Search,0
1fc267c0,14.234809950482926,1,0,83,Referral,0
e2cddb28,7.820497863791185,0,0,36,Walk-in,0
01bdb700,13.839375655868645,0,0,85,Walk-in,0
63ae939b,19.712258625066696,1,0,70,Social Media,0
fe014e60,57.78266749539698,1,0,22,Walk-in,1
1c5f027e,12.061753231914743,0,1,40,Web Search,0
c620f333,93.79687088168049,1,0,79,Walk-in,0
25a853c0,39.39095217831957,0,1,27,Social Media,1
f0d27eef,,0,0,47,Web Search,0
ab6054e2,25.858038920297236,0,0,37,Walk-in,0
49d53bd1,,1,0,30,Walk-in,0
3ba6c462,15.683641287240281,1,0,13,Referral,0
500f1057,6.749623552387252,0,1,72,Social Media,0
d771d31a,12.44299322056411,0,0,87,Walk-in,0
49e8662d,72.0699830031344,0,1,76,Referral,1
8912ddf1,37.716287269198304,1,0,89,Web Search,0
d67f0f4d,71.65030535788954,1,0,28,Referral,0
bc8abb63,15.342866006612358,0,0,50,Referral,0
4106f941,10.048311668770236,1,0,48,Walk-in,0
188a0c6b,,1,0,42,Walk-in,1
a1add624,12.857386344322778,0,1,71,Walk-in,1
888992c5,29.80602265346753,0,0,86,Referral,0
0cfb01ae,5.353410366094879,0,0,4,Web Search,0
19ccd947,2.855980282496771,0,0,41,Social Media,0
394f4cf7,32.96568833129828,0,0,6,Referral,0
83a8a3b3,73.39024593844866,0,0,41,Walk-in,0
14cae71e,34.023812394053714,1,0,35,Social Media,0
fcb299a7,37.44549663204627,0,0,26,Unknown_Source_999,0
cda55ff2,26.500911118828487,0,0,57,Social Media,0
c0f470cd,28.425164159186977,0,0,45,Walk-in,0
716f7aad,6.400606767691644,0,0,65,Referral,0
32fcd84a,13.290305796088681,0,0,24,Referral,0
63c26234,57.38922266395685,0,0,72,Walk-in,0
655b7666,19.359716638013193,0,0,26,Referral,0
8e8a81e9,56.61779467176053,0,0,0,Walk-in,1
cbf6564f,27.845979458532373,0,0,86,Referral,0
37d2bf2a,28.906477640972312,0,0,73,Referral,0
9a6426c5,19.479039650889547,1,0,41,Referral,0
fbe8085f,41.372347843003645,0,0,51,Web Search,0
bf1bec1b,48.47967701385949,0,0,24,Web Search,0
a716e7a3,12.659321455731153,1,0,53,Walk-in,0
b9828430,7.066458585826109,0,0,66,Web Search,0
71b94455,3.6360863553044838,0,0,5,Walk-in,0
5116257b,36.183897753786354,1,1,57,Social Media,1
c3a5ecaf,33.30500772335148,0,0,69,Social Media,0
43d9f353,111.01956357586286,0,0,52,Web Search,0
60ecc28e,26.618334726840615,1,0,65,Social Media,0
05c8cd69,23.13348976239271,1,1,57,Social Media,1
d59ec09d,30.543750303430187,1,0,81,Referral,0
45ef848d,31.761425363367593,0,1,86,Referral,1
e3e9cd0d,21.762668745556056,0,0,1,Walk-in,0
3ddecdcf,13.035061467242059,0,0,75,Social Media,0
ca0a8d17,25.549706285172856,0,0,21,Walk-in,0
76b71555,24.823826843492938,0,0,36,Walk-in,0
20c6bd71,24.518480025484216,0,1,19,Social Media,1
7e47cbfc,44.41502217940947,1,0,23,Web Search,1
76482022,25.201013982381856,0,0,83,Social Media,0
62fc6f74,7.229473931669238,0,0,64,Referral,0
2edfad3d,14.95692965173792,0,0,64,Social Media,0
b9b28dda,21.551294897691406,0,0,80,Web Search,0
d09e16d7,,0,0,0,Walk-in,0
6427bb00,36.72428325633709,0,1,2,Walk-in,1
a1a55260,,0,0,45,Referral,0
98c988cf,2.940085737596752,0,0,54,Referral,0
62e946ef,8.129387251733355,1,0,74,Referral,0
f25fd420,38.51006078724641,1,0,87,Walk-in,0
1df1539c,21.090301329909995,0,0,85,Referral,0
c6bb38c0,27.9908569982118,0,1,63,Social Media,0
0795707e,19.024010419128903,1,0,44,Walk-in,0
a2971df2,14.903501862781056,1,0,25,Web Search,0
eab176e0,19.58823099328694,0,0,76,Walk-in,0
ea980b02,28.24020346480246,1,1,64,Social Media,1
4f4e9ff1,25.05903232998771,0,0,23,Social Media,0
ec4ad1da,48.26473825721175,1,0,73,Referral,0
0339be23,5.860742877027236,1,0,34,Walk-in,0
e82cdfd9,,0,0,23,Walk-in,0
0c1844c6,20.895147709774662,1,0,27,Walk-in,0
2b910a3a,37.019603934225,0,0,79,Web Search,0
ab4998dc,42.770835166647416,1,0,15,Referral,1
c8746602,15.41528886991822,0,0,58,Social Media,0
11dbe114,0.9065824094136871,1,0,80,Social Media,0
ac5025a7,15.843796978663855,0,0,53,Referral,0
8f7291b4,33.380686542046575,0,0,78,Social Media,0
cf5bac3f,24.704696458764943,0,0,15,Social Media,0
95662b3f,37.97948037731396,1,0,14,Referral,1
8aa8fc34,56.06768159258261,1,0,10,Social Media,0
75e03edf,22.05403166036198,1,0,64,Walk-in,0
a13e74f1,17.360888042155104,1,0,78,Web Search,0
3ae96d6d,11.48216172982318,0,0,89,Referral,0
877c48f5,6.732665191095977,0,1,67,Web Search,0
78805552,4.963581415206064,0,0,42,Social Media,0
67b85409,14.152862619132462,0,1,68,Social Media,0
16e09277,51.02860779061003,0,0,12,Walk-in,0
4de1469d,40.55997108188081,0,0,9,Referral,0
0277f84e,16.691940492087866,0,0,74,Social Media,0
a85b4808,94.3665442675057,0,0,81,Referral,0
0c73a164,15.009200757619164,0,0,40,Referral,0
cf6f82d7,59.630006067612335,0,0,49,Referral,1
0ca969ce,69.06859013813197,1,1,86,Referral,1
40036c25,35.00707324385765,1,0,70,Referral,0
5ab908bf,14.038638166941181,1,0,58,Web Search,0
8704c48a,18.571896622016922,0,0,38,Walk-in,0
b13ce90d,28.749563418322705,0,0,2,Referral,0
341b510a,6.9347279453790325,1,0,75,Web Search,0
85a656ff,10.510228491861211,0,0,6,Social Media,0
3d2d70c7,9.71299028338539,0,1,48,Referral,0
80b12b66,36.898726176766324,0,0,25,Social Media,0
1ccba090,55.70788565626437,0,0,32,Referral,0
7b3dcb61,41.66686119386272,0,0,47,Web Search,0
345fc9af,49.67418466477703,0,0,78,Web Search,0
e9cd0f23,13.02189473423966,0,0,1,Web Search,0
6c945867,19.25748483599224,0,0,70,Unknown_Source_999,0
07917cd6,20.45043416631684,0,0,31,Social Media,0
d9eb8b0b,34.90817045090108,1,0,3,Walk-in,0
d665a88a,14.494222146127496,0,0,19,Referral,0
c13d73ca,47.61571740147241,0,1,35,Social Media,1
4a13f2fb,67.81638387799123,1,0,31,Web Search,0
bc189ee2,36.18004316522451,0,0,27,Social Media,0
86a8995c,18.577755601952692,0,0,76,Web Search,0
3af91c0b,12.015799066792482,0,0,0,Walk-in,0
e0683dcf,9.734677455509967,0,0,59,Walk-in,0
475add6a,2.9826354161591944,0,0,55,Web Search,0
b17ce0e8,20.95554688415586,1,0,34,Web Search,1
fda854ab,20.013533757515926,0,0,29,Referral,0
702cefb1,,0,0,53,Walk-in,0
eea32e10,15.323344008549192,0,0,35,Walk-in,0
ceeee592,21.901341626269,0,1,54,Referral,0
d13d5bdc,30.881104530329754,0,1,88,Walk-in,0
8abe1453,,0,0,79,Web Search,0
f57ef278,42.10185844693287,0,0,57,Social Media,0
70ffabef,28.67186410055347,0,0,82,Social Media,0
4476179b,7.357279715878795,0,1,64,Walk-in,0
67727a68,33.566153006738034,0,0,68,Referral,0
1ddea3b1,14.388935564267738,1,1,50,Web Search,1
b9a0ba01,57.4630502828907,0,0,21,Social Media,0
6786d965,25.414188854040294,0,0,87,Web Search,0
7964f844,29.95798082645756,0,0,52,Walk-in,0
debfa533,116.80335639778849,1,1,35,Walk-in,1
febb7f06,42.6099993084589,0,1,67,Social Media,1
2b511214,33.13133871015237,0,0,35,Walk-in,0
0855d472,22.413519506855884,1,0,51,Referral,0
52eb95d3,7.9963926319495595,1,0,52,Walk-in,0
f519545b,21.166805688882558,0,0,81,Walk-in,0
38408b2a,11.881904371815166,0,0,49,Walk-in,0
57bf4f0a,73.28437609514265,1,0,79,Web Search,0
6877ee48,33.44806456100472,1,0,40,Web Search,0
cb84c9a6,56.069671861188056,1,0,17,Social Media,1
b3afee83,14.9532079666255,0,0,21,Social Media,0
4d240bb8,12.672750120895088,0,0,65,Social Media,0
a56daee7,39.77247855782807,0,0,20,Walk-in,0
bc070be2,11.451186621871468,1,0,43,Web Search,0
ece3ad69,17.449479507499124,0,0,46,Referral,0
5e8c0ed5,75.57095598067322,0,0,38,Walk-in,0
7c72ebb9,18.032157813066682,1,0,28,Walk-in,0
a6c88a2f,6.364358844657001,0,0,53,Walk-in,0
682d242d,4.05501557476508,1,0,89,Referral,0
dace3ceb,5.565752888651,0,0,84,Social Media,0
b55db736,58.28656109384705,0,0,16,Referral,0
81b4547d,15.763725514624007,0,1,79,Social Media,0
03b9ab80,114.46577379484468,1,1,59,Referral,1
cdb1574b,68.33149947784818,0,0,30,Web Search,0
677d797b,87.44407646524485,0,0,72,Walk-in,0
db4096b4,50.536555381679406,1,0,77,Walk-in,1
c1b1c329,38.31919747888661,0,1,48,Walk-in,1
f362deac,12.267182862203406,0,0,1,Social Media,0
1fc98af6,24.934710831503168,0,0,47,Referral,0
09a95d1f,41.05559253469743,0,0,13,Web Search,0
e9237e7f,48.437617280119085,0,0,58,Referral,0
dbd0e131,8.76816235531605,0,0,57,Walk-in,0
6184d149,21.43419512942885,0,0,57,Web Search,0
1790f810,23.432832653460938,0,0,50,Web Search,0
d0ed4226,22.715705342004647,0,0,83,Walk-in,0
ab93849a,9.949182822779507,0,0,1,Referral,0
5df66533,80.83546470063646,0,0,40,Walk-in,0
4b4e2d80,20.865630138645205,0,1,82,Referral,0
3d37e337,,0,0,81,Web Search,0
02858286,82.13357407072822,0,0,15,Web Search,1
08740e19,68.37442125562987,0,0,3,Walk-in,0
cdd718d3,27.828698509815638,1,0,11,Web Search,1
edc4e013,17.01763455547532,0,1,28,Social Media,0
71b2f5eb,5.088907685562366,1,0,6,Web Search,1
74693475,36.32304997054445,1,1,13,Social Media,1
86d02e84,16.038092627083305,0,0,11,Web Search,0
7df4b4f3,24.4709525407218,0,1,4,Walk-in,1
b197217c,77.41928984484994,0,0,80,Walk-in,0
153409a7,15.057526956908813,1,0,31,Social Media,0
2d1efdff,35.22085060825623,0,0,73,Walk-in,0
6fe0ba9a,42.96295125997154,0,1,42,Web Search,1
75eee96c,57.081100112244634,0,1,80,Web Search,1
ea339a23,23.110246520201507,1,0,68,Walk-in,0
4d7d70b6,21.259653900471225,1,1,44,Web Search,1
1d516009,20.8657195227958,0,0,8,Referral,0
1fae7046,32.81012480256706,0,0,48,Referral,0
371e9dfd,66.47761998050706,0,0,32,Web Search,0
8498e106,20.108677675932626,0,0,17,Walk-in,0
505d74a7,1.3085106118504157,1,0,8,Social Media,0
fb96291f,46.324468647308656,0,0,61,Walk-in,0
7d969be1,26.31983781578264,0,0,56,Social Media,0
937858d5,36.38118790348544,0,0,28,Walk-in,1
31b8db30,5.3074484982560906,1,0,77,Web Search,0
3174b02c,16.090699097448205,1,0,24,Referral,0
86b566bd,43.75077616976109,0,0,14,Walk-in,0
e094febe,7.727826112457446,1,0,5,Social Media,0
f88b8485,35.16383033247032,0,0,41,Referral,0
17eb17cd,24.316137755787,0,0,28,Social Media,0
31cd5ae0,13.302234163170892,0,0,78,Web Search,0
d1ac65fb,12.363164404713306,0,0,3,Referral,0
276d7ef4,10.037082659107138,0,0,81,Social Media,0
479a735a,26.21354815513508,1,0,56,Walk-in,0
9f80552c,28.57479791089603,0,0,48,Web Search,0
feb0c893,18.544807133809833,0,0,43,Web Search,0
d4e79df9,9.455185131541633,0,0,79,Web Search,0
2033d6ef,34.44267080028116,0,1,74,Walk-in,0
f3cc95e6,46.90795826439465,1,1,13,Walk-in,1
a5b3bc77,39.008771611586404,0,0,2,Referral,0
36949f17,89.75784082345687,0,0,61,Walk-in,0
8cc6950e,21.622848382290897,1,0,63,Referral,0
45c5a0ff,62.194185361904516,0,0,44,Web Search,0
b932a17c,14.461313959424558,0,1,81,Referral,0
55c7a4d0,12.497589856842499,0,0,57,Social Media,0
1866cda4,27.4515348544318,0,0,19,Web Search,0
1a46d171,71.50512671859815,1,0,57,Web Search,1
42180e4f,19.764174920019222,1,1,88,Referral,0
cd9ebbb7,5.303005063079586,0,0,56,Web Search,0
7d36b1a4,46.297140534784184,1,0,76,Walk-in,0
f2907b55,23.52277936885227,0,0,67,Social Media,0
4ff8c8ff,31.24306634753242,0,0,77,Referral,0
664d4a38,13.084727995362202,0,0,51,Referral,0
1d2142c8,27.258248389991355,0,0,36,Web Search,0
a7c05bef,6.210725857722365,0,1,7,Walk-in,1
ae6513a1,81.65141717485278,0,1,43,Web Search,1
a404935b,52.28972609369337,1,1,4,Web Search,1
00a58fd7,26.337172611931823,0,0,68,Referral,1
01fc4be3,45.41687881478453,0,0,30,Web Search,0
18d2d553,14.493796650572227,0,0,44,Social Media,0
2b8fb2d4,50.71938306495352,0,0,8,Web Search,0
fa93616d,19.06133024008789,0,0,31,Web Search,0
da2691b7,17.969739797045847,0,0,32,Referral,0
82affdb8,10.690470362553185,1,0,66,Web Search,0
4ee0a93f,34.13285053720321,0,0,29,Walk-in,0
a7316fa9,25.471946785736527,0,0,75,Referral,0
86b36cb8,63.531390512811214,0,0,28,Web Search,0
49b8e02c,9.554226348439801,0,0,2,Social Media,0
ed96363f,34.24517797025881,0,0,89,Social Media,0
5e02b8c7,55.76346889309672,1,0,56,Referral,0
741154e1,28.95632282217568,0,0,29,Referral,0
94ec2494,18.76564055430895,0,0,8,Web Search,0
9aa42248,28.40618559678424,0,0,25,Walk-in,0
2ac56a48,60.179837188828635,0,0,1,Web Search,0
3f978669,60.16305746970518,0,0,61,Social Media,0
6c0c86aa,22.78260541065029,1,0,2,Walk-in,1
e0fa6ae1,59.466061839623855,0,0,45,Walk-in,0
be433a58,,1,0,67,Unknown_Source_999,0
68be8aa6,45.06737136681557,0,0,24,Web Search,1
b218329e,37.15236633068665,1,0,50,Social Media,0
a185e9be,18.1551346792779,0,0,12,Referral,0
f14eae17,11.054071857383454,0,0,43,Web Search,0
1ccc7405,56.75351704963329,0,1,34,Referral,1
d4eca39f,67.5473416662187,1,0,54,Walk-in,1
4ba24be7,33.661508416724175,0,0,86,Walk-in,0
def3b6d7,24.534375138279522,0,0,8,Web Search,1
25d80380,8.413343018949877,0,0,1,Social Media,0
1b625d0f,55.77316685970069,1,0,60,Walk-in,0
befa3c61,30.896889472370074,0,0,40,Referral,0
3761eea1,20.314017326237753,1,0,43,Referral,0
5b85fa84,45.95303863872355,0,0,63,Web Search,0
0329c335,6.944176263326723,0,0,30,Referral,0
748862fd,,0,0,46,Social Media,0
da437872,14.038248011225194,1,0,1,Walk-in,0
268a838e,36.33069529540105,0,0,81,Referral,0
0a741fe9,28.641326576198914,1,0,76,Referral,0
17c2a78e,39.415725632030735,0,1,68,Walk-in,0
7fc8829d,53.23447109584863,0,0,57,Web Search,0
ee893f49,,0,0,43,Referral,0
e0f4cf1c,82.78990573500194,0,0,73,Web Search,0
3061f756,53.15056630774142,1,0,55,Web Search,0
b5d00796,22.740536185933564,1,1,42,Referral,1
cfbb58a9,16.000277423254925,1,0,88,Social Media,0
9458b0bf,23.287492581494437,1,1,33,Web Search,1
250f1b76,41.408748662454244,0,0,29,Referral,0
0e91f19b,17.47954382201672,0,0,70,Web Search,0
bb2ae3fd,42.20974914279145,1,0,69,Walk-in,0
2c266d2b,38.91020404043309,0,1,54,Social Media,1
771998ae,10.908286778738857,1,0,66,Social Media,0
954f7fef,52.477890720402094,1,0,12,Walk-in,0
564af675,32.808309747853784,0,0,2,Walk-in,0
5e59a70d,80.1636907450667,1,0,25,Web Search,1
50f7c51b,24.625823402947557,0,1,56,Walk-in,0
f0b45142,19.576546317243775,0,0,23,Social Media,0
5414f04a,9.643338742604636,0,0,52,Walk-in,0
b50141e1,9.49916691354226,0,0,69,Referral,0
ae6bdc93,48.28736393779142,0,0,42,Referral,0
ed60d394,74.91094059606189,0,1,59,Web Search,1
cec27961,23.031407412522906,1,0,57,Social Media,1
73617315,21.87121469777196,1,0,48,Referral,0
63ccdfb2,26.381238767221774,0,1,41,Walk-in,0
48173ed5,54.92445342472774,0,0,75,Referral,0
820c3fa7,10.998609849855761,1,0,65,Referral,0
3751d6f8,29.90592280183007,0,0,10,Web Search,0
df248317,49.03877234263446,0,0,89,Walk-in,0
afb92817,36.013269061583394,0,0,17,Walk-in,0
6e6954a7,0.6887846416434507,0,1,84,Walk-in,0
42b8980b,40.558619468162604,0,0,51,Web Search,0
bedc3626,36.26352493387887,1,0,45,Walk-in,0
7cd7ca88,62.15089508338147,0,1,43,Walk-in,1
a4610900,71.02236904618508,0,0,21,Referral,0
1fd9dff9,60.086562085695604,0,0,52,Referral,0
d79a7d5a,26.489402018792696,0,0,58,Walk-in,0
7ea135d9,5.040395117748224,0,1,29,Social Media,0
da0507bf,21.74632347568238,1,0,7,Social Media,0
33e9d60c,25.85389928259644,1,0,56,Walk-in,0
f450dbda,74.28632023804731,0,0,72,Social Media,0
4b0d762d,13.202298726350996,1,0,19,Web Search,0
8fbaf607,7.160371859423543,1,0,24,Referral,0
f6515226,17.5740520967079,1,0,18,Web Search,0
0ce1adcf,13.845698419497102,0,0,4,Referral,0
5dbd0671,6.458536241831735,0,0,74,Social Media,0
7b93170f,23.424953189100343,0,1,78,Social Media,0
faa25528,26.630661624080734,0,0,71,Walk-in,0
9944b03f,6.064395044935738,0,0,82,Social Media,0
82262d12,19.477521107263218,0,0,86,Social Media,0
e79b2109,13.080133580231562,1,0,26,Walk-in,0
5924abc0,27.294280364762376,1,0,39,Walk-in,0
415cdec2,,1,0,25,Referral,1
55492b0b,,0,0,26,Social Media,0
690e15e5,52.16184887269223,0,0,61,Referral,0
6c39996b,25.414973399155386,0,0,82,Referral,0
ff731431,13.637976848395923,0,0,49,Web Search,0
9e8c30ac,5.651132344805227,0,0,41,Social Media,0
511b056f,30.53787125316257,0,0,28,Social Media,0
cd1e55a1,36.20208030961485,0,0,38,Web Search,0
f913982a,16.76379532342136,1,0,59,Referral,0
ed4df915,27.951736587252164,0,0,40,Social Media,0
37e9adfa,71.02013052550504,1,0,32,Referral,0
b7cc8fc5,46.69924056517101,0,0,82,Web Search,0
ef5e0d94,2.1941831093850914,0,0,82,Walk-in,0
c77b2ab3,13.499508949881124,0,0,15,Referral,0
50116d0e,22.54338859038882,0,0,22,Social Media,0
e14f73ab,26.517956702660655,0,1,6,Walk-in,1
